"","Time","Well","OD600","Bacteria","Phage","Dil","Status"
"88",26100,"A1",0.102,"P1-T25-1-P","None","None","None"
"89",26400,"A1",0.102,"P1-T25-1-P","None","None","None"
"90",26700,"A1",0.102,"P1-T25-1-P","None","None","None"
"91",27000,"A1",0.102,"P1-T25-1-P","None","None","None"
"92",27300,"A1",0.102,"P1-T25-1-P","None","None","None"
"93",27600,"A1",0.102,"P1-T25-1-P","None","None","None"
"94",27900,"A1",0.102,"P1-T25-1-P","None","None","None"
"95",28200,"A1",0.103,"P1-T25-1-P","None","None","None"
"96",28500,"A1",0.103,"P1-T25-1-P","None","None","None"
"97",28800,"A1",0.102,"P1-T25-1-P","None","None","None"
"98",29100,"A1",0.103,"P1-T25-1-P","None","None","None"
"99",29400,"A1",0.103,"P1-T25-1-P","None","None","None"
"100",29700,"A1",0.103,"P1-T25-1-P","None","None","None"
"101",30000,"A1",0.103,"P1-T25-1-P","None","None","None"
"102",30300,"A1",0.104,"P1-T25-1-P","None","None","None"
"103",30600,"A1",0.105,"P1-T25-1-P","None","None","None"
"104",30900,"A1",0.105,"P1-T25-1-P","None","None","None"
"105",31200,"A1",0.104,"P1-T25-1-P","None","None","None"
"106",31500,"A1",0.105,"P1-T25-1-P","None","None","None"
"107",31800,"A1",0.105,"P1-T25-1-P","None","None","None"
"108",32100,"A1",0.106,"P1-T25-1-P","None","None","None"
"109",32400,"A1",0.107,"P1-T25-1-P","None","None","None"
"110",32700,"A1",0.107,"P1-T25-1-P","None","None","None"
"111",33000,"A1",0.108,"P1-T25-1-P","None","None","None"
"112",33300,"A1",0.109,"P1-T25-1-P","None","None","None"
"113",33600,"A1",0.11,"P1-T25-1-P","None","None","None"
"114",33900,"A1",0.111,"P1-T25-1-P","None","None","None"
"115",34200,"A1",0.112,"P1-T25-1-P","None","None","None"
"116",34500,"A1",0.113,"P1-T25-1-P","None","None","None"
"117",34800,"A1",0.114,"P1-T25-1-P","None","None","None"
"118",35100,"A1",0.116,"P1-T25-1-P","None","None","None"
"119",35400,"A1",0.118,"P1-T25-1-P","None","None","None"
"120",35700,"A1",0.12,"P1-T25-1-P","None","None","None"
"121",36000,"A1",0.122,"P1-T25-1-P","None","None","None"
"122",36300,"A1",0.124,"P1-T25-1-P","None","None","None"
"123",36600,"A1",0.127,"P1-T25-1-P","None","None","None"
"124",36900,"A1",0.13,"P1-T25-1-P","None","None","None"
"125",37200,"A1",0.133,"P1-T25-1-P","None","None","None"
"126",37500,"A1",0.136,"P1-T25-1-P","None","None","None"
"127",37800,"A1",0.14,"P1-T25-1-P","None","None","None"
"128",38100,"A1",0.144,"P1-T25-1-P","None","None","None"
"129",38400,"A1",0.148,"P1-T25-1-P","None","None","None"
"130",38700,"A1",0.153,"P1-T25-1-P","None","None","None"
"131",39000,"A1",0.16,"P1-T25-1-P","None","None","None"
"132",39300,"A1",0.165,"P1-T25-1-P","None","None","None"
"133",39600,"A1",0.171,"P1-T25-1-P","None","None","None"
"134",39900,"A1",0.178,"P1-T25-1-P","None","None","None"
"135",40200,"A1",0.185,"P1-T25-1-P","None","None","None"
"136",40500,"A1",0.192,"P1-T25-1-P","None","None","None"
"137",40800,"A1",0.199,"P1-T25-1-P","None","None","None"
"138",41100,"A1",0.208,"P1-T25-1-P","None","None","None"
"139",41400,"A1",0.215,"P1-T25-1-P","None","None","None"
"140",41700,"A1",0.224,"P1-T25-1-P","None","None","None"
"141",42000,"A1",0.233,"P1-T25-1-P","None","None","None"
"142",42300,"A1",0.242,"P1-T25-1-P","None","None","None"
"143",42600,"A1",0.251,"P1-T25-1-P","None","None","None"
"144",42900,"A1",0.261,"P1-T25-1-P","None","None","None"
"145",43200,"A1",0.271,"P1-T25-1-P","None","None","None"
"146",43500,"A1",0.281,"P1-T25-1-P","None","None","None"
"147",43800,"A1",0.293,"P1-T25-1-P","None","None","None"
"148",44100,"A1",0.303,"P1-T25-1-P","None","None","None"
"149",44400,"A1",0.313,"P1-T25-1-P","None","None","None"
"150",44700,"A1",0.325,"P1-T25-1-P","None","None","None"
"151",45000,"A1",0.336,"P1-T25-1-P","None","None","None"
"152",45300,"A1",0.346,"P1-T25-1-P","None","None","None"
"153",45600,"A1",0.358,"P1-T25-1-P","None","None","None"
"154",45900,"A1",0.367,"P1-T25-1-P","None","None","None"
"155",46200,"A1",0.376,"P1-T25-1-P","None","None","None"
"156",46500,"A1",0.383,"P1-T25-1-P","None","None","None"
"157",46800,"A1",0.392,"P1-T25-1-P","None","None","None"
"158",47100,"A1",0.402,"P1-T25-1-P","None","None","None"
"159",47400,"A1",0.411,"P1-T25-1-P","None","None","None"
"160",47700,"A1",0.419,"P1-T25-1-P","None","None","None"
"161",48000,"A1",0.423,"P1-T25-1-P","None","None","None"
"162",48300,"A1",0.428,"P1-T25-1-P","None","None","None"
"163",48600,"A1",0.431,"P1-T25-1-P","None","None","None"
"164",48900,"A1",0.436,"P1-T25-1-P","None","None","None"
"165",49200,"A1",0.439,"P1-T25-1-P","None","None","None"
"166",49500,"A1",0.444,"P1-T25-1-P","None","None","None"
"167",49800,"A1",0.448,"P1-T25-1-P","None","None","None"
"168",50100,"A1",0.451,"P1-T25-1-P","None","None","None"
"169",50400,"A1",0.454,"P1-T25-1-P","None","None","None"
"170",50700,"A1",0.457,"P1-T25-1-P","None","None","None"
"171",51000,"A1",0.459,"P1-T25-1-P","None","None","None"
"172",51300,"A1",0.46,"P1-T25-1-P","None","None","None"
"173",51600,"A1",0.463,"P1-T25-1-P","None","None","None"
"174",51900,"A1",0.465,"P1-T25-1-P","None","None","None"
"175",52200,"A1",0.467,"P1-T25-1-P","None","None","None"
"176",52500,"A1",0.469,"P1-T25-1-P","None","None","None"
"177",52800,"A1",0.471,"P1-T25-1-P","None","None","None"
"178",53100,"A1",0.472,"P1-T25-1-P","None","None","None"
"179",53400,"A1",0.471,"P1-T25-1-P","None","None","None"
"180",53700,"A1",0.473,"P1-T25-1-P","None","None","None"
"181",54000,"A1",0.474,"P1-T25-1-P","None","None","None"
"182",54300,"A1",0.475,"P1-T25-1-P","None","None","None"
"183",54600,"A1",0.476,"P1-T25-1-P","None","None","None"
"184",54900,"A1",0.478,"P1-T25-1-P","None","None","None"
"185",55200,"A1",0.479,"P1-T25-1-P","None","None","None"
"186",55500,"A1",0.48,"P1-T25-1-P","None","None","None"
"187",55800,"A1",0.481,"P1-T25-1-P","None","None","None"
"188",56100,"A1",0.483,"P1-T25-1-P","None","None","None"
"189",56400,"A1",0.484,"P1-T25-1-P","None","None","None"
"190",56700,"A1",0.486,"P1-T25-1-P","None","None","None"
"191",57000,"A1",0.486,"P1-T25-1-P","None","None","None"
"192",57300,"A1",0.487,"P1-T25-1-P","None","None","None"
"193",57600,"A1",0.49,"P1-T25-1-P","None","None","None"
"194",57900,"A1",0.49,"P1-T25-1-P","None","None","None"
"195",58200,"A1",0.492,"P1-T25-1-P","None","None","None"
"196",58500,"A1",0.493,"P1-T25-1-P","None","None","None"
"197",58800,"A1",0.494,"P1-T25-1-P","None","None","None"
"198",59100,"A1",0.495,"P1-T25-1-P","None","None","None"
"199",59400,"A1",0.496,"P1-T25-1-P","None","None","None"
"200",59700,"A1",0.498,"P1-T25-1-P","None","None","None"
"201",60000,"A1",0.499,"P1-T25-1-P","None","None","None"
"202",60300,"A1",0.501,"P1-T25-1-P","None","None","None"
"203",60600,"A1",0.502,"P1-T25-1-P","None","None","None"
"204",60900,"A1",0.503,"P1-T25-1-P","None","None","None"
"205",61200,"A1",0.505,"P1-T25-1-P","None","None","None"
"206",61500,"A1",0.508,"P1-T25-1-P","None","None","None"
"207",61800,"A1",0.509,"P1-T25-1-P","None","None","None"
"208",62100,"A1",0.512,"P1-T25-1-P","None","None","None"
"209",62400,"A1",0.514,"P1-T25-1-P","None","None","None"
"210",62700,"A1",0.515,"P1-T25-1-P","None","None","None"
"211",63000,"A1",0.518,"P1-T25-1-P","None","None","None"
"212",63300,"A1",0.519,"P1-T25-1-P","None","None","None"
"213",63600,"A1",0.52,"P1-T25-1-P","None","None","None"
"214",63900,"A1",0.521,"P1-T25-1-P","None","None","None"
"215",64200,"A1",0.523,"P1-T25-1-P","None","None","None"
"216",64500,"A1",0.525,"P1-T25-1-P","None","None","None"
"217",64800,"A1",0.524,"P1-T25-1-P","None","None","None"
"218",65100,"A1",0.528,"P1-T25-1-P","None","None","None"
"219",65400,"A1",0.529,"P1-T25-1-P","None","None","None"
"220",65700,"A1",0.53,"P1-T25-1-P","None","None","None"
"221",66000,"A1",0.531,"P1-T25-1-P","None","None","None"
"222",66300,"A1",0.534,"P1-T25-1-P","None","None","None"
"223",66600,"A1",0.535,"P1-T25-1-P","None","None","None"
"224",66900,"A1",0.536,"P1-T25-1-P","None","None","None"
"225",67200,"A1",0.538,"P1-T25-1-P","None","None","None"
"226",67500,"A1",0.539,"P1-T25-1-P","None","None","None"
"227",67800,"A1",0.54,"P1-T25-1-P","None","None","None"
"228",68100,"A1",0.541,"P1-T25-1-P","None","None","None"
"229",68400,"A1",0.542,"P1-T25-1-P","None","None","None"
"230",68700,"A1",0.544,"P1-T25-1-P","None","None","None"
"231",69000,"A1",0.545,"P1-T25-1-P","None","None","None"
"232",69300,"A1",0.547,"P1-T25-1-P","None","None","None"
"233",69600,"A1",0.549,"P1-T25-1-P","None","None","None"
"234",69900,"A1",0.55,"P1-T25-1-P","None","None","None"
"235",70200,"A1",0.552,"P1-T25-1-P","None","None","None"
"236",70500,"A1",0.553,"P1-T25-1-P","None","None","None"
"237",70800,"A1",0.553,"P1-T25-1-P","None","None","None"
"238",71100,"A1",0.555,"P1-T25-1-P","None","None","None"
"239",71400,"A1",0.555,"P1-T25-1-P","None","None","None"
"240",71700,"A1",0.558,"P1-T25-1-P","None","None","None"
"241",72000,"A1",0.559,"P1-T25-1-P","None","None","None"
"242",0,"B1",0.101,"P1-T25-1-P","2811","0.1","Ancestor"
"243",300,"B1",0.101,"P1-T25-1-P","2811","0.1","Ancestor"
"244",600,"B1",0.102,"P1-T25-1-P","2811","0.1","Ancestor"
"245",900,"B1",0.102,"P1-T25-1-P","2811","0.1","Ancestor"
"246",1200,"B1",0.102,"P1-T25-1-P","2811","0.1","Ancestor"
"247",1500,"B1",0.102,"P1-T25-1-P","2811","0.1","Ancestor"
"248",1800,"B1",0.102,"P1-T25-1-P","2811","0.1","Ancestor"
"249",2100,"B1",0.102,"P1-T25-1-P","2811","0.1","Ancestor"
"250",2400,"B1",0.102,"P1-T25-1-P","2811","0.1","Ancestor"
"251",2700,"B1",0.103,"P1-T25-1-P","2811","0.1","Ancestor"
"252",3000,"B1",0.103,"P1-T25-1-P","2811","0.1","Ancestor"
"253",3300,"B1",0.103,"P1-T25-1-P","2811","0.1","Ancestor"
"254",3600,"B1",0.103,"P1-T25-1-P","2811","0.1","Ancestor"
"255",3900,"B1",0.103,"P1-T25-1-P","2811","0.1","Ancestor"
"256",4200,"B1",0.103,"P1-T25-1-P","2811","0.1","Ancestor"
"257",4500,"B1",0.103,"P1-T25-1-P","2811","0.1","Ancestor"
"258",4800,"B1",0.103,"P1-T25-1-P","2811","0.1","Ancestor"
"259",5100,"B1",0.103,"P1-T25-1-P","2811","0.1","Ancestor"
"260",5400,"B1",0.103,"P1-T25-1-P","2811","0.1","Ancestor"
"261",5700,"B1",0.103,"P1-T25-1-P","2811","0.1","Ancestor"
"262",6000,"B1",0.103,"P1-T25-1-P","2811","0.1","Ancestor"
"263",6300,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"264",6600,"B1",0.103,"P1-T25-1-P","2811","0.1","Ancestor"
"265",6900,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"266",7200,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"267",7500,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"268",7800,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"269",8100,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"270",8400,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"271",8700,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"272",9000,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"273",9300,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"274",9600,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"275",9900,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"276",10200,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"277",10500,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"278",10800,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"279",11100,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"280",11400,"B1",0.105,"P1-T25-1-P","2811","0.1","Ancestor"
"281",11700,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"282",12000,"B1",0.104,"P1-T25-1-P","2811","0.1","Ancestor"
"283",12300,"B1",0.105,"P1-T25-1-P","2811","0.1","Ancestor"
"284",12600,"B1",0.105,"P1-T25-1-P","2811","0.1","Ancestor"
"285",12900,"B1",0.105,"P1-T25-1-P","2811","0.1","Ancestor"
"286",13200,"B1",0.105,"P1-T25-1-P","2811","0.1","Ancestor"
"287",13500,"B1",0.105,"P1-T25-1-P","2811","0.1","Ancestor"
"288",13800,"B1",0.105,"P1-T25-1-P","2811","0.1","Ancestor"
"289",14100,"B1",0.105,"P1-T25-1-P","2811","0.1","Ancestor"
"290",14400,"B1",0.105,"P1-T25-1-P","2811","0.1","Ancestor"
"291",14700,"B1",0.105,"P1-T25-1-P","2811","0.1","Ancestor"
"292",15000,"B1",0.105,"P1-T25-1-P","2811","0.1","Ancestor"
"293",15300,"B1",0.105,"P1-T25-1-P","2811","0.1","Ancestor"
"294",15600,"B1",0.105,"P1-T25-1-P","2811","0.1","Ancestor"
"295",15900,"B1",0.105,"P1-T25-1-P","2811","0.1","Ancestor"
"296",16200,"B1",0.106,"P1-T25-1-P","2811","0.1","Ancestor"
"297",16500,"B1",0.106,"P1-T25-1-P","2811","0.1","Ancestor"
"298",16800,"B1",0.106,"P1-T25-1-P","2811","0.1","Ancestor"
"299",17100,"B1",0.106,"P1-T25-1-P","2811","0.1","Ancestor"
"300",17400,"B1",0.106,"P1-T25-1-P","2811","0.1","Ancestor"
"301",17700,"B1",0.106,"P1-T25-1-P","2811","0.1","Ancestor"
"302",18000,"B1",0.106,"P1-T25-1-P","2811","0.1","Ancestor"
"303",18300,"B1",0.106,"P1-T25-1-P","2811","0.1","Ancestor"
"304",18600,"B1",0.106,"P1-T25-1-P","2811","0.1","Ancestor"
"305",18900,"B1",0.106,"P1-T25-1-P","2811","0.1","Ancestor"
"306",19200,"B1",0.106,"P1-T25-1-P","2811","0.1","Ancestor"
"307",19500,"B1",0.106,"P1-T25-1-P","2811","0.1","Ancestor"
"308",19800,"B1",0.106,"P1-T25-1-P","2811","0.1","Ancestor"
"309",20100,"B1",0.106,"P1-T25-1-P","2811","0.1","Ancestor"
"310",20400,"B1",0.107,"P1-T25-1-P","2811","0.1","Ancestor"
"311",20700,"B1",0.106,"P1-T25-1-P","2811","0.1","Ancestor"
"312",21000,"B1",0.106,"P1-T25-1-P","2811","0.1","Ancestor"
"313",21300,"B1",0.107,"P1-T25-1-P","2811","0.1","Ancestor"
"314",21600,"B1",0.107,"P1-T25-1-P","2811","0.1","Ancestor"
"315",21900,"B1",0.107,"P1-T25-1-P","2811","0.1","Ancestor"
"316",22200,"B1",0.107,"P1-T25-1-P","2811","0.1","Ancestor"
"317",22500,"B1",0.107,"P1-T25-1-P","2811","0.1","Ancestor"
"318",22800,"B1",0.107,"P1-T25-1-P","2811","0.1","Ancestor"
"319",23100,"B1",0.107,"P1-T25-1-P","2811","0.1","Ancestor"
"320",23400,"B1",0.107,"P1-T25-1-P","2811","0.1","Ancestor"
"321",23700,"B1",0.107,"P1-T25-1-P","2811","0.1","Ancestor"
"322",24000,"B1",0.108,"P1-T25-1-P","2811","0.1","Ancestor"
"323",24300,"B1",0.107,"P1-T25-1-P","2811","0.1","Ancestor"
"324",24600,"B1",0.108,"P1-T25-1-P","2811","0.1","Ancestor"
"325",24900,"B1",0.108,"P1-T25-1-P","2811","0.1","Ancestor"
"326",25200,"B1",0.108,"P1-T25-1-P","2811","0.1","Ancestor"
"327",25500,"B1",0.108,"P1-T25-1-P","2811","0.1","Ancestor"
"328",25800,"B1",0.108,"P1-T25-1-P","2811","0.1","Ancestor"
"329",26100,"B1",0.108,"P1-T25-1-P","2811","0.1","Ancestor"
"330",26400,"B1",0.108,"P1-T25-1-P","2811","0.1","Ancestor"
"331",26700,"B1",0.108,"P1-T25-1-P","2811","0.1","Ancestor"
"332",27000,"B1",0.108,"P1-T25-1-P","2811","0.1","Ancestor"
"333",27300,"B1",0.109,"P1-T25-1-P","2811","0.1","Ancestor"
"334",27600,"B1",0.109,"P1-T25-1-P","2811","0.1","Ancestor"
"335",27900,"B1",0.109,"P1-T25-1-P","2811","0.1","Ancestor"
"336",28200,"B1",0.109,"P1-T25-1-P","2811","0.1","Ancestor"
"337",28500,"B1",0.109,"P1-T25-1-P","2811","0.1","Ancestor"
"338",28800,"B1",0.109,"P1-T25-1-P","2811","0.1","Ancestor"
"339",29100,"B1",0.11,"P1-T25-1-P","2811","0.1","Ancestor"
"340",29400,"B1",0.11,"P1-T25-1-P","2811","0.1","Ancestor"
"341",29700,"B1",0.11,"P1-T25-1-P","2811","0.1","Ancestor"
"342",30000,"B1",0.11,"P1-T25-1-P","2811","0.1","Ancestor"
"343",30300,"B1",0.111,"P1-T25-1-P","2811","0.1","Ancestor"
"344",30600,"B1",0.111,"P1-T25-1-P","2811","0.1","Ancestor"
"345",30900,"B1",0.111,"P1-T25-1-P","2811","0.1","Ancestor"
"346",31200,"B1",0.112,"P1-T25-1-P","2811","0.1","Ancestor"
"347",31500,"B1",0.112,"P1-T25-1-P","2811","0.1","Ancestor"
"348",31800,"B1",0.113,"P1-T25-1-P","2811","0.1","Ancestor"
"349",32100,"B1",0.114,"P1-T25-1-P","2811","0.1","Ancestor"
"350",32400,"B1",0.114,"P1-T25-1-P","2811","0.1","Ancestor"
"351",32700,"B1",0.114,"P1-T25-1-P","2811","0.1","Ancestor"
"352",33000,"B1",0.115,"P1-T25-1-P","2811","0.1","Ancestor"
"353",33300,"B1",0.116,"P1-T25-1-P","2811","0.1","Ancestor"
"354",33600,"B1",0.117,"P1-T25-1-P","2811","0.1","Ancestor"
"355",33900,"B1",0.118,"P1-T25-1-P","2811","0.1","Ancestor"
"356",34200,"B1",0.119,"P1-T25-1-P","2811","0.1","Ancestor"
"357",34500,"B1",0.12,"P1-T25-1-P","2811","0.1","Ancestor"
"358",34800,"B1",0.122,"P1-T25-1-P","2811","0.1","Ancestor"
"359",35100,"B1",0.123,"P1-T25-1-P","2811","0.1","Ancestor"
"360",35400,"B1",0.125,"P1-T25-1-P","2811","0.1","Ancestor"
"361",35700,"B1",0.127,"P1-T25-1-P","2811","0.1","Ancestor"
"362",36000,"B1",0.13,"P1-T25-1-P","2811","0.1","Ancestor"
"363",36300,"B1",0.132,"P1-T25-1-P","2811","0.1","Ancestor"
"364",36600,"B1",0.134,"P1-T25-1-P","2811","0.1","Ancestor"
"365",36900,"B1",0.138,"P1-T25-1-P","2811","0.1","Ancestor"
"366",37200,"B1",0.141,"P1-T25-1-P","2811","0.1","Ancestor"
"367",37500,"B1",0.145,"P1-T25-1-P","2811","0.1","Ancestor"
"368",37800,"B1",0.149,"P1-T25-1-P","2811","0.1","Ancestor"
"369",38100,"B1",0.156,"P1-T25-1-P","2811","0.1","Ancestor"
"370",38400,"B1",0.159,"P1-T25-1-P","2811","0.1","Ancestor"
"371",38700,"B1",0.164,"P1-T25-1-P","2811","0.1","Ancestor"
"372",39000,"B1",0.17,"P1-T25-1-P","2811","0.1","Ancestor"
"373",39300,"B1",0.177,"P1-T25-1-P","2811","0.1","Ancestor"
"374",39600,"B1",0.183,"P1-T25-1-P","2811","0.1","Ancestor"
"375",39900,"B1",0.189,"P1-T25-1-P","2811","0.1","Ancestor"
"376",40200,"B1",0.194,"P1-T25-1-P","2811","0.1","Ancestor"
"377",40500,"B1",0.201,"P1-T25-1-P","2811","0.1","Ancestor"
"378",40800,"B1",0.208,"P1-T25-1-P","2811","0.1","Ancestor"
"379",41100,"B1",0.216,"P1-T25-1-P","2811","0.1","Ancestor"
"380",41400,"B1",0.223,"P1-T25-1-P","2811","0.1","Ancestor"
"381",41700,"B1",0.229,"P1-T25-1-P","2811","0.1","Ancestor"
"382",42000,"B1",0.235,"P1-T25-1-P","2811","0.1","Ancestor"
"383",42300,"B1",0.242,"P1-T25-1-P","2811","0.1","Ancestor"
"384",42600,"B1",0.249,"P1-T25-1-P","2811","0.1","Ancestor"
"385",42900,"B1",0.255,"P1-T25-1-P","2811","0.1","Ancestor"
"386",43200,"B1",0.261,"P1-T25-1-P","2811","0.1","Ancestor"
"387",43500,"B1",0.266,"P1-T25-1-P","2811","0.1","Ancestor"
"388",43800,"B1",0.27,"P1-T25-1-P","2811","0.1","Ancestor"
"389",44100,"B1",0.274,"P1-T25-1-P","2811","0.1","Ancestor"
"390",44400,"B1",0.277,"P1-T25-1-P","2811","0.1","Ancestor"
"391",44700,"B1",0.276,"P1-T25-1-P","2811","0.1","Ancestor"
"392",45000,"B1",0.277,"P1-T25-1-P","2811","0.1","Ancestor"
"393",45300,"B1",0.272,"P1-T25-1-P","2811","0.1","Ancestor"
"394",45600,"B1",0.265,"P1-T25-1-P","2811","0.1","Ancestor"
"395",45900,"B1",0.254,"P1-T25-1-P","2811","0.1","Ancestor"
"396",46200,"B1",0.244,"P1-T25-1-P","2811","0.1","Ancestor"
"397",46500,"B1",0.234,"P1-T25-1-P","2811","0.1","Ancestor"
"398",46800,"B1",0.225,"P1-T25-1-P","2811","0.1","Ancestor"
"399",47100,"B1",0.218,"P1-T25-1-P","2811","0.1","Ancestor"
"400",47400,"B1",0.211,"P1-T25-1-P","2811","0.1","Ancestor"
